Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,16,0.9099999999999999,symmetric,0.3680342314589068
100% Corpus,16,symmetric,0.01,0.3517297148044773
100% Corpus,16,symmetric,0.31,0.3945416901510025
100% Corpus,16,symmetric,0.61,0.3686713998302559
100% Corpus,16,symmetric,0.9099999999999999,0.3585842356399825
100% Corpus,16,symmetric,symmetric,0.34196968478115364
100% Corpus,16,asymmetric,0.01,0.3149730220769867
100% Corpus,16,asymmetric,0.31,0.33678811887979926
100% Corpus,16,asymmetric,0.61,0.3572370780622681
100% Corpus,16,asymmetric,0.9099999999999999,0.406523736918596
100% Corpus,16,asymmetric,symmetric,0.3244273436323978
100% Corpus,17,0.01,0.01,0.35446405695885985
100% Corpus,17,0.01,0.31,0.3945416901510025
100% Corpus,17,0.01,0.61,0.36711009846175385
100% Corpus,17,0.01,0.9099999999999999,0.3601625231661323
100% Corpus,17,0.01,symmetric,0.33910122244378205
100% Corpus,17,0.31,0.01,0.35217807939109524
100% Corpus,17,0.31,0.31,0.3912271658994346
100% Corpus,17,0.31,0.61,0.36992623211709774
100% Corpus,17,0.31,0.9099999999999999,0.34784379896646594
100% Corpus,17,0.31,symmetric,0.3471242004546363
100% Corpus,17,0.61,0.01,0.35701860511781747
100% Corpus,17,0.61,0.31,0.38424192894105114
100% Corpus,17,0.61,0.61,0.35236858040115093
100% Corpus,17,0.61,0.9099999999999999,0.343816655719676
100% Corpus,17,0.61,symmetric,0.35008889095792944
100% Corpus,17,0.9099999999999999,0.01,0.3441761400848194
100% Corpus,17,0.9099999999999999,0.31,0.3540944261185329
100% Corpus,17,0.9099999999999999,0.61,0.35890978440956767
100% Corpus,17,0.9099999999999999,0.9099999999999999,0.3459828194265292
100% Corpus,17,0.9099999999999999,symmetric,0.3680342314589068
100% Corpus,17,symmetric,0.01,0.3517297148044773
100% Corpus,17,symmetric,0.31,0.3945416901510025
100% Corpus,17,symmetric,0.61,0.3686713998302559
100% Corpus,17,symmetric,0.9099999999999999,0.3585842356399825
100% Corpus,17,symmetric,symmetric,0.34196968478115364
100% Corpus,17,asymmetric,0.01,0.3149730220769867
100% Corpus,17,asymmetric,0.31,0.33678811887979926
100% Corpus,17,asymmetric,0.61,0.3572370780622681
100% Corpus,17,asymmetric,0.9099999999999999,0.406523736918596
100% Corpus,17,asymmetric,symmetric,0.3244273436323978
100% Corpus,18,0.01,0.01,0.35446405695885985
100% Corpus,18,0.01,0.31,0.3945416901510025
100% Corpus,18,0.01,0.61,0.36711009846175385
100% Corpus,18,0.01,0.9099999999999999,0.3601625231661323
100% Corpus,18,0.01,symmetric,0.33910122244378205
100% Corpus,18,0.31,0.01,0.35217807939109524
100% Corpus,18,0.31,0.31,0.3912271658994346
100% Corpus,18,0.31,0.61,0.36992623211709774
100% Corpus,18,0.31,0.9099999999999999,0.34784379896646594
100% Corpus,18,0.31,symmetric,0.3471242004546363
100% Corpus,18,0.61,0.01,0.35701860511781747
100% Corpus,18,0.61,0.31,0.38424192894105114
100% Corpus,18,0.61,0.61,0.35236858040115093
100% Corpus,18,0.61,0.9099999999999999,0.343816655719676
100% Corpus,18,0.61,symmetric,0.35008889095792944
100% Corpus,18,0.9099999999999999,0.01,0.3441761400848194
100% Corpus,18,0.9099999999999999,0.31,0.3540944261185329
100% Corpus,18,0.9099999999999999,0.61,0.35890978440956767
100% Corpus,18,0.9099999999999999,0.9099999999999999,0.3459828194265292
100% Corpus,18,0.9099999999999999,symmetric,0.3680342314589068
100% Corpus,18,symmetric,0.01,0.3517297148044773
100% Corpus,18,symmetric,0.31,0.3945416901510025
100% Corpus,18,symmetric,0.61,0.3686713998302559
100% Corpus,18,symmetric,0.9099999999999999,0.3585842356399825
100% Corpus,18,symmetric,symmetric,0.34196968478115364
100% Corpus,18,asymmetric,0.01,0.3149730220769867
100% Corpus,18,asymmetric,0.31,0.33678811887979926
100% Corpus,18,asymmetric,0.61,0.3572370780622681
100% Corpus,18,asymmetric,0.9099999999999999,0.406523736918596
100% Corpus,18,asymmetric,symmetric,0.3244273436323978
100% Corpus,19,0.01,0.01,0.35446405695885985
100% Corpus,19,0.01,0.31,0.3945416901510025
100% Corpus,19,0.01,0.61,0.36711009846175385
100% Corpus,19,0.01,0.9099999999999999,0.3601625231661323
100% Corpus,19,0.01,symmetric,0.33910122244378205
100% Corpus,19,0.31,0.01,0.35217807939109524
100% Corpus,19,0.31,0.31,0.3912271658994346
100% Corpus,19,0.31,0.61,0.36992623211709774
100% Corpus,19,0.31,0.9099999999999999,0.34784379896646594
100% Corpus,19,0.31,symmetric,0.3471242004546363
100% Corpus,19,0.61,0.01,0.35701860511781747
100% Corpus,19,0.61,0.31,0.38424192894105114
100% Corpus,19,0.61,0.61,0.35236858040115093
100% Corpus,19,0.61,0.9099999999999999,0.343816655719676
100% Corpus,19,0.61,symmetric,0.35008889095792944
100% Corpus,19,0.9099999999999999,0.01,0.3441761400848194
100% Corpus,19,0.9099999999999999,0.31,0.3540944261185329
100% Corpus,19,0.9099999999999999,0.61,0.35890978440956767
100% Corpus,19,0.9099999999999999,0.9099999999999999,0.3459828194265292
100% Corpus,19,0.9099999999999999,symmetric,0.3680342314589068
100% Corpus,19,symmetric,0.01,0.3517297148044773
100% Corpus,19,symmetric,0.31,0.3945416901510025
100% Corpus,19,symmetric,0.61,0.3686713998302559
100% Corpus,19,symmetric,0.9099999999999999,0.3585842356399825
100% Corpus,19,symmetric,symmetric,0.34196968478115364
100% Corpus,19,asymmetric,0.01,0.3149730220769867
100% Corpus,19,asymmetric,0.31,0.33678811887979926
100% Corpus,19,asymmetric,0.61,0.3572370780622681
100% Corpus,19,asymmetric,0.9099999999999999,0.406523736918596
100% Corpus,19,asymmetric,symmetric,0.3244273436323978
